username,total_score
Wiggy!,787
WikiScholarChad,231
Wikiacc,948
WikidSmaht,655
Wikidudeman,870
Wikiolap,623
WikipedianProlific,636
Wikiwind,585
WilliamH,946
WindFish,463
Wingsandsword,724
Wisdom89,907
Wjaguar,152
Wknight94,1088
Wolf530,743
Woonpton,269
Worldtraveller,663
Wpktsfs,544
WriterFromAfar755,467
Wsiegmund,747
Ww,618
X!,1213
XapApp,582
Xcalizorz,606
Xed,732
Xenon54,1022
Xhysa,110
Xiphon,485
Xor24,342
Xtreme,100
Xymmax,1161
YHoshua,678
Yaksar,798
Yamakiri,816
Yamla,1049
Yankeesrj12,541
Yellowdesk,687
Yelyos,653
Yikrazuul,555
Yllosubmarine,715
Yodakii,439
Yomangani,690
Yooden,560
Yossiea,102
YourEyesOnly,632
YowuzaZXWolfie,103
Ytny,778
Yurei-eggtart,595
Zahakiel,703
Zamkudi,559
Zantastik,724
Zappaz,718
Zazzer,436
Zenwhat,728
Zer0faults,613
Zero,468
Zginder,812
Zigthel,336
Zleitzen,746
Zoe,837
Zordrac,699
Zscout370,977
Zzuuzz,1153
aaclarkcdr,173
aitias,930
astatine-210,668
beneaththelandslide,651
bookofjude,813
celestianpower,856
coelacan,995
dchall1,894
dtrebbien,623
effeietsanders,694
f-m-t,107
freakofnurture,862
gonads3,105
harej,1054
hmwith,956
iicatsii,533
isis4563,610
jfdwolff,957
leujohn,739
malathion,106
methecooldude,104
mrholybrain,616
neo12345292,531
nsaum75,821
philip.t.day,664
pschemp,932
rossnixon,531
seresin,940
sp,1004
stormin',115
truthspreader,702
untwirl,554
wikipedialuva,879
wrp103,831
yousaf465,703
~K,607
Δ,590
බිඟුවා,294
龗,322
!---slappdash---!,394
%D0%90,665
'sed,195
(.Y.),131
(:Julien:),592
(aeropagitica),955
*Kat*,682
*drew,681
-Midorihana-,693
-Ril-,642
-asx-,541
-jha-,108
.:Ajvol:.,601
.V.,554
.snoopy.,508
068152,323
069952497a,864
0pen$0urce,561
10014derek,439
1234r00t,649
123Hedgehog456,577
125.162.150.88,207
128.83.101.111,0
129.177.19.120,0
131.211.210.14,30
131.211.210.157,34
1362,102
154.20.253.177,0
156.34.142.110,423
1568,102
172,842
1948remembered,296
203.125.28.98,23
216.153.214.94,332
24.15.158.90,1
172.144.137.135,0
1966batfan,109
1of3,444
203.213.7.131,204
21655,690
24.18.171.99,227
24ip,460
2over0,861
43?9enter,105
52,101
68.148.134.201,0
7,1122
74.178.230.17,207
80.176.190.96,3
95j,610
A,516
A1octopus,757
A7x,604
AAAAA,616
ADNghiem501,100
AGP,299
AKMask,654
ALoan,100
AVand,717
Aarktica,736
Aaronhill,532
Abce2,911
Abeg92,859
Abhishikt,638
Absar,605
Abtract,596
Acather96,1112
Accounting4Taste,886
Acegikmo1,681
Achromatic,488
Actinide,162
AdabowtheSecond,104
Adambiswanger1,790
Adashiel,954
AdiJapan,629
Adm58,469
Adraeus,627
Adz,631
AerobicFox,787
Aeæ,399
After,100
Agent,400
Agüeybaná,764
Ahwaz,617
Airodyssey,669
Aivazovsky,755
Akamad,668
Alan16,597
Alanscottwalker,863
Alasdair,923
Albatross2147,696
Alcidebava,443
Alecmconroy,702
Aleta,104
Alexander,355
Alexnia,100
Algebraist,711
Alias,101
Alison,1088
Alkivar,880
Allefant,634
Allstarecho,963
Almost,100
Alphax,679
Alteripse,680
Alynna.Kasmira,3
Amalthea,1064
Amcfreely,609
AmericanJohn33,108
Amir1,422
Amphytrite,591
An,100
Anbu121,991
Andonic,1058
Andreasegde,707
Andrew4010,416
Andrewa,917
Android,100
Andy,640
AndyZ,771
Anetode,977
Angelo,466
AniMate,930
Anir1uph,778
Ankit,113
Annalisa,139
AnonGuy,719
Ansh666,845
Antiquary,716
Anupam,1059
Aoi,909
Appleseed,557
Aprock,669
Aquasplash,219
Arabani,448
Arbitrarily0,1020
Arcayne,752
ArchonMagnus,643
Ardo191,645
Arf!,579
Ariedartin,538
Arknascar44,643
Armando341,197
Armon,650
Arrowhead1,231
Artaxiad,809
Arwel,101
Ascidian,714
Ashapochka,214
Asterion,847
Astronomyinertia,640
Atari965,103
AtilimGunesBaydin,624
Atmoz,104
Atropos,584
AubreyEllenShomo,846
Audacity,934
Austin,127
AutomaticStrikeout,905
Averykrouse,533
Avnative,564
Awesomeness,498
AxSkov,695
Axxand,651
B3virq3b,466
BMRR,827
BScar23625,481
Babajobu,790
Baccyak4H,708
Baegis,533
Baiji,497
Balcer,616
BanRay,892
Banime,638
Baristarim,868
Barneyboo,598
Barryob,712
Basil,100
Bastique,947
Bazzajf,360
Bbwlover,232
Bdamokos,438
Bear,100
Bedford,690
Beeswaxcandle,831
Belanidia,507
BelloWello,646
BenAveling,679
BendersGame,715
Benmay,231
Benplowman,461
Benzocane,566
Bernard,308
Besu,305
Betsythedevine,724
Bezking,593
Bibigon,436
Bielle,760
BigDom,1001
Bigdottawa,613
Biglulu,611
Bigtop,103
Bikeable,757
BillDeanCarter,597
Bishonen,1186
Bjmullan,529
Blackadam2,391
Blackworm,533
BlankVerse,731
Bleeding,180
Blinking,100
Bloodofox,910
Bltpdx,420
BlueBonnet,460
BlueSalo,634
Blueboy96,103
Blueman102,295
Blutacker,115
Bob,697
Bobblehead,766
Bobet,913
Bogdan,154
Bogud,118
Bonafide.hustla,140
Booksworm,704
BorgHunter,907
Borisblue,818
BountyHunter2008,514
BozMo,842
BradBeattie,989
Brambleberry,100
BrandonYusufToropov,660
BrenDJ,534
Brewcrewer,1045
Brianherman,302
Bright,100
Brisvegas,672
Brokenfrog,548
BrowardPlaya,383
Bryan,606
Bsadowski1,1031
Bsmntbombdood,279
Btm,625
Bucketsofg,973
Buffadren,411
Bugs5382,697
Bunchofgrapes,786
Burmeister,554
Businessman332211,626
Bwilkins,105
Bydand,116
C-M,478
C21K,530
CBDunkerson,861
CFIF,825
CJISBEAST,549
CLW,872
COGDEN,642
CRGreathouse,818
CWY2190,894
CXI,529
CactusWriter,1125
Cadorna,235
Caglarkoca,311
Calabe1992,908
Caligvla,422
Callmederek,462
CalumH93,700
Camaron,102
CameoAppearance,479
Camyoung54,696
CanadianCaesar,876
Canderson7,963
Cannonbolt2,495
Cantus,578
Canyouhearmenow,782
Capitalistroadster,776
Captaindansplashback,233
Carba,308
Carcharoth,919
Cargoking,773
Carlosguitar,1001
Carom,882
Carter,855
Caspian,469
CastAStone,842
Catalan,698
Cathardic,597
Cautious,623
Cbrown1023,1131
Ccwaters,103
Cecropia,909
Celardore,593
Celtus,570
Cephyr,413
Cerejota,900
Cgingold,710
Challengethelimits,521
Chan,112
ChaosControl1994,111
Charitwo,647
CharlotteWebb,982
Chasingsol,906
Che,506
CheeseDreams,608
ChemistryProf,364
Chesdovi,779
Chezhiyan,566
Chickyfuzz14,592
ChimpanzeeUK,109
Chodorkovskiy,651
Chowbok,789
ChrisDHDR,100
ChrisTheDude,1013
Chrisieboy,797
Christiaan,516
ChromaNebula,607
Chuckfromchan,254
Chussid,432
CiaraBeth,347
Cindery,465
Ckjy,161
Clarkcj12,1005
Cleduc,729
Closedmouth,1127
ClovisPt,540
Cmadler,755
Cncplayer,102
Coasttocoast,682
Code,120
Coffee,1200
Coldmachine,718
Color,100
Comedy240,456
Complainer,781
Compwhizii,100
ConnorJack,714
Conte,396
CorleoneSerpicoMontana,535
Corruptcopper,746
Coumarin,312
CountyLemonade,119
Cowcam,181
Craftsman2001,431
Crassic,100
Crazycomputers,1068
CrazytalesPublic,371
Cremepuff222,936
Crew29,488
CrispMuncher,103
CrnaGora,621
Crocogator,237
Crosstemplejay,887
Crum375,959
Cryptic,1075
Crystallina,766
Cspurrier,563
Cuddlyable3,524
Cumulus,385
CutOffTies,1031
Cwmhiraeth,1155
Cyberjunkie,102
Cyclonenim,890
Cylonhunter,368
Cyopardi,392
Czar,1001
D-Day,711
DCUnitedFan2011,552
DESiegel,1039
DG,119
DHMO,100
DIREKTOR,406
DMighton,901
DS1953,713
Daeron,516
Daicaregos,677
Dalbury,103
DanKeshet,563
Dance,110
Dangerous-Boy,793
Daniel5127,778
DanielES15,200
Danielkueh,516
DanishWikipedian,355
Danny,882
Dariusk,482
DarkJak495,262
DarknessLord,556
Darkwind,1205
Dave,596
Davemeistermoab,118
Daveydweeb,674
DavidLevinson,862
Davidcannon,925
Davidp,429
Davis160,519
Dawson,699
Dbenbenn,736
Dcabrilo,576
Dcollins52,285
DeLarge,710
Deadkid,100
Deathlaser,103
Decker41811a,122
Decumanus,816
Deenoe,707
DeirYassin,604
Demicx,510
DemosDemon,573
Denis,101
DennyColt,836
Dereks1x,469
Desiphral,617
Deuterium,539
Dhaifley,367
Diablo-D3,419
Diceman,644
Die4Dixie,467
Digitalme,730
Diligent007,253
Ding,100
Dipankan001,977
Dissolve,781
DixiePixie,394
Djmckee1,544
Dlodge,618
Dman727,522
Dmsar,559
DocDeel516,103
Doctorfluffy,707
Doh5678,641
DollyD,398
Dominik92,888
Don't,100
Donarreiskoffer,654
Doradus,621
DoubleBlue,987
DougsTech,707
DoxTxob,725
Dpotop,583
Dr.K.,1145
DrBat,797
DrZoidberg,246
Dragomiloff,637
DragonflySixtyseven,1109
Dreaded,100
Dreamafter,669
Drewcifer3000,682
Drjmarkov,664
Drn8,525
DropDeadGorgias,826
Ds.mt,387
Dtbohrer,102
Ducknish,960
Duke53,531
Duncharris,801
Durin,904
Dusti,1167
Dvyost,636
DwayneFlanders,100
Dycedarg,749
Dynaflow,932
E,107
EDGE,524
EKN,371
EWS23,912
Eagles247,1281
Eastlaw,940
Ebe123,957
Eclecticology,671
Ed,720
EdChem,821
Eddideigel,641
Edgarde,949
Edison,1030
Edivorce,655
Edward,892
Efansay,369
Egil,929
Einsteinewton,547
Ejm546,114
El.Bastardo,427
Elaragirl(AWB),324
ElectricRay,579
Elektrik,134
Elephantus,445
Eliade,455
ElinorD,858
Eliz81,1105
Elliskev,748
Eluchil,541
Emc2,674
Emperor,802
Emufarmers,729
EncephalonSeven,446
Endroit,769
EnglishEfternamn,562
Enochlau,919
Eoghanacht,714
Epipelagic,993
Eraserhead1,1007
Eric-Wester,737
Ericorbit,1003
ErikNY,631
ErrantX,976
Esoglou,596
Essexmutant,773
Estel,100
Eternal,447
EtonLibrarian,133
Eupator,668
Euryalus,1300
Ev,790
Evilphoenix,832
Excaliburo,357
Exir,224
Ezratrumpet,602
FD,115
FRS,637
Fabricationary,782
Fae,175
Fainites,708
Faizan,939
Fantasy,628
FastLizard4,728
Fayenatic,100
Fedayee,674
Feldspaar,314
FeloniousMonk,821
Ferdiaob,657
Fetchcomms,1103
Ffirehorse,582
Filll,729
FinFangFoom,583
Finell,794
Firefly322,627
First,102
FisherQueen,1034
Fjmustak,645
Fleetflame,736
Flffy'd,604
Flowerparty,755
FlyingPuppy2,145
Fnlayson,932
Folantin,658
Ford,509
Forty,108
Fox,1113
Fr33kman,831
France3470,904
FrancoGG,646
FrankZappo,257
Frcm1988,610
FredZ,587
Fredwall,252
Freestyle.king,113
Frenchman113,614
Frickative,779
Friejose,645
Fritzpoll,862
Fropuff,655
Fuhghettaboutit,1041
Func,806
Funnybunny,744
FusionChamber,105
Futurebird,752
Fvw,942
G-Dett,634
GFHandel,706
GJGardner,424
GRB1972,507
GT,100
GabeMc,766
Gadget850,797
Gaijin42,1059
Galloglass,686
GamerPro64,824
Ganeshk,883
Ganryuu,705
Garglebutt,639
Gary,1132
Gateman1997,809
Gazimoff,850
Gdk411,558
GeeAlice,422
Gene,482
GeneralPatton,680
Genius101,706
Geologyguy,616
GeorgeStepanek,705
GerardM,782
Getcrunk,670
Ghakko,532
Ghostieguide,611
Giftlite,730
Gilderien,832
GilliamJF,100
Gimmetoo,518
Ginsengbomb,934
Gleng,527
Gnanapiti,702
Gnusmas,491
Gobonobo,1200
GoldFlower,471
Goldkingtut5,542
Gonzonoir,877
Goodvac,930
Gordonofcartoon,734
Gosox5555,737
GrWikiMan,528
Grafikm,101
Gran2,846
Grant65,862
Gray,100
GreatOrangePumpkin,105
GreenGopher,458
Greeves,713
Gregg,100
Griswaldo,631
Grondemar,1010
Ground,619
Grue,665
Grön,560
Gtrmp,729
Guitarist6987876,243
Guoguo12,922
Gustuv,374
Guyinblack25,821
Gwib,518
Gzkn,718
H2g2bob,804
HJ,103
HResearcher,672
Habj,647
HaeB,959
Hahc21,111
Hairrr,102
HalfOfElement29,422
Halosean,480
HammerHeadHuman,522
Haploidavey,851
Happyandrew1994,241
Harej,1054
HarlandQPitt,838
Harrias,1014
HarryCane,668
Hasteur,1030
Haveaquestion,156
Hawkey131,315
Haza-w,753
Hbdragon88,826
Heatherawalls,857
Heights,666
HelenKMarks,558
Hello,100
Hemanshu,783
Henrygb,717
Herbythyme,678
Herostratus,1112
Hetar,752
Heymid,893
Hi878,719
Hiding,1053
HighwayCello,756
Hillock65,637
Hirohisat,798
Hiteshrajbhagat,140
Hmrox,798
Hobit,827
Holdenhurst,530
HolyRomanEmperor,232
Honcharov,100
Hornandsoccer,570
Hosedeck,172
Hotwiki,1046
HowardBerry,639
HubmaN,506
Huldra,1101
Hurricane111,719
Husnock,749
Hydriz,723
I-20,103
IAMTHEEGGMAN,530
IDangerMouse,453
IJA,910
IMeowbot,638
Iainscott,552
Ian,127
Ianbrown,111
Ice,270
Icez,448
Ideogram,644
Igman,135
Ikip,765
Illyria05,530
Ilyushka88,849
Imoeng,640
Imperialles,437
Improv,810
InShaneee,880
Indon,829
Infophile,501
InkQuill,569
Inkypaws,651
Interesdom,432
Intothatdarkness,726
Iridescence,635
Irishguy,915
IronBreww,102
Ironholds,1008
Isaiahcambron,587
Ish,124
Islami,450
Isomorphic,738
It's-is-not-a-genitive,718
Itamar,425
ItsZippy,1149
Ivygohnair,605
JB50000,490
JCO312,768
JDDJS,1200
JFreeman,717
JIP,1007
JMBell,450
JPD,838
JTRH,580
Jab843,932
Jacina,327
JackLumber,714
Jacklee,701
Jacob1207,667
Jag123,547
Jake,249
Jaksmata,786
James086,1002
JamesR,932
JamieJones,606
January,1171
Jasabella,374
Jasper,530
JavMilos,412
JavierMC,851
Jay-Sebastos,905
Jayanthv86,425
Jayron32,1248
Jbeach56,101
Jc37,947
Jclemens,1019
Jd2718,700
JeWay,221
Jebus989,104
Jedi6,773
Jeff503,475
Jeffwang,606
Jeni,953
Jennie--x,103
JeremyA,879
Jerry,992
JesseW,955
JetBlast,818
Jfdwolff,956
Jgp,758
Jheald,838
Jigglz2003,245
JimmySmitts,361
Jjjsixsix,608
Jmanigold,483
Jmount,349
Jniemenmaa,616
JoanneB,912
Jodmar,473
Joe9320,516
Joefromrandb,932
Jogers,713
John24601,612
JohnHWiki,722
Johnleemk,1001
JohnnyB256,657
Johntex,856
Jon,106
Jondel,870
Joolz,723
Josh,105
JoshuaZ,1063
Jpbrenna,708
Jrphayes,634
Jsfouche,860
Jtdirl,935
Jtrost,726
Jubileeclipman,650
Julius1990,415
JuneGloom07,1040
Juppiter,565
Justallofthem,553
JustinHall,617
Juthani1,103
Jyril,745
KATANAGOD,611
KHM03,659
KNewman,728
KTC,1166
Kaganer,694
Kaihsu,872
Kakama5,258
Kaldari,992
Kamikaze,488
Kanonkas,1095
Karada,907
Karenjc,817
Karmosin,618
Kashk,612
Kate,672
KathrynLybarger,694
Kazak,543
Kbthompson,856
Keakealani,623
Keepcalmandcarryon,565
Kefalonia,465
Ken,122
Kennytran4,119
Kensplanet,636
Kertrats,480
Kevinalewis,812
Khanaris,443
Kheider,826
Khukri,814
Kiefer.Wolfowitz,831
Kijog,450
Killervogel5,1010
Kin,100
Kingboyk,1016
Kingturtle,1159
Kizzle,636
Kl4m,668
Klonimus,684
Kmweber,755
KnowIG,647
Knowledgekid87,1125
Knucmo2,775
Kohoutek1138,730
Komdori,483
Korath,731
Kosebamse,709
Kpavery,313
Kramden4700,464
Kraxler,801
Krich,736
Krugs,327
Ksy92003,629
Kubigula,104
Kukini,871
Kungfuadam,913
Kurtis,891
Kusma,1221
Kwame,100
Kwsn-pub,346
Kékrōps,103
LAAFan,954
LOTRrules,551
La,100
LadyofShalott,1157
Lakhim,478
Lambdoid,507
Landon1980,629
Law,813
Lbbzman,709
Ldingley,512
Leahtwosaints,615
Lectonar,1195
Legionarius,679
Leibniz,602
Leithp,931
Lentower,810
Lesfer,701
Leszek,15
Lettik,300
LeyteWolfer,843
Liempt,536
Liftarn,882
Ligulem,744
Lima,587
Lingeron,456
Linuxerist,555
Littledanno,254
Livitup,882
Lmc169,493
Locke,0
Logical,105
Lollipop,526
LonelyBeacon,844
Loom91,667
LordKenTheGreat,426
LordViD,651
Lothar,100
LoveMonkey,713
Lowellian,908
Lst27,522
LucerneWorker,130
Luckyherb,554
Luffy487,668
Luis1972,368
Luke,522
Lulu,146
Lupin,873
Lvhis,527
M,100
M.nelson,794
MARMOT,268
MCB,863
MITB,124
MMAfan2007,491
MRSC,859
MWACHTENDONK,116
Mabm,333
Macedonia,533
Macropode,422
Madcoverboy,926
Madman2001,746
Magalhães,591
Magog,100
Mail2amitabha,607
Majoreditor,719
Makuro,173
Malcolmxl5,1300
Malick78,766
Mallanox,742
Maltesedog,712
Maneur,100
Manishearth,834
Manopingo,358
Manxruler,796
Marc,296
Marco255,502
Marcushan,313
Mark,800
MarkGallagher,827
Markhurd,737
Marty,108
Masamage,784
Masssiveego,700
Masterbobo,267
Mastrchf91,580
MathMartin,582
Mathwhiz,157
Mato,733
Matt57,615
MatthewUND,800
Mattisse,721
Mav,827
Max24,861
Mayalld,1007
Mbc362,606
Mboverload,885
Mceder,659
Meegs,789
Megistias,657
Meisterkoch,563
MelbourneStar1,105
MelissaC1993,140
Merope,821
Meshach,646
Metallic95,474
Metros,100
Mgiganteus1,937
Mholland,689
Michael,506
Michaelas10,918
Microcell,103
Midhart90,655
Mifter,1224
Mikaey,1071
Mike18xx,715
MikeHunt35,188
MikeX,544
Mikez,534
Milant,572
Millahnna,886
Miltopia,597
Mindman1,161
Minesweeper,733
Minkythecat,773
Miquonranger03,835
Mirandargh,102
Miskin,615
MisterGugaruz,545
MistyMorn,525
Mitsos,509
Mkmcconn,566
Mmackinnon,510
MoRsE,898
Modernist,944
Molerat,721
Moncrief,902
Monicasdude,580
Mono,972
Monsieurdl,709
Moon-sunrise,100
Moosester,170
Mordicai,703
Morven,920
Mountlovcen8,409
Mpolo,558
Mr.crabby,694
MrFizyx,620
MrX,1000
Mrholybrain,616
Mrmewe,565
Mrt3366,955
Msgj,504
MuZemike,1201
Mukadderat,663
MurfleMan,425
Musaabdulrashid,715
Mustafaa,785
Mwl,410
MyMii,592
Myleslong,839
Mysekurity,775
Mystìc,494
NERIUM,523
NMChico24,853
NSR,615
Nacimota,605
Naerii,743
Nakon,1072
Narthring,844
Nat.tang,102
Nate1481,776
Naveenpf,775
Nazli,606
Nealparr,609
Nefariousski,685
Nekami,338
NeoFreak,623
Neozoon,617
Nerdfighter,100
Netscott,850
Neutralle,102
Nevica,178
Newport,529
NicAgent,532
NiciVampireHeart,1004
NickBush24,682
Nickj,688
Nicodemus75,519
NigelJ,490
Nightbeast,3
Nikki311,878
Nileena,100
Nimbusania,623
Ning-ning,667
Niri.M,580
Niteshift,446
Niyant,102
Nnfolz,474
NoSeptember,892
NocturneNoir,551
Noian,781
Nolamgm,569
Nomoskedasticity,905
Noommos,802
NormanEinstein,696
NorthBySouthBaranof,1146
Norvy,588
Notedgrant,729
Novacatz,701
Novickas,657
NrDg,879
Ntsimp,754
Nuge,502
Numyht,626
Nutiketaiel,606
Nydigoveth,276
Nz26,708
O.Waqfi,379
Oakshade,781
ObiterDicta,706
Obtund,733
Off2riorob,833
Okay311,115
Olando,353
Oldelpaso,861
Olessi,752
Ollieplatt,495
OmegaWikipedia,657
Omirocksthisworld,568
OnaTutors,502
Onefool,220
Oo7565,915
OpenToppedBus,863
Opus,117
Orannis,544
OrenBochman,890
Orion11M87,617
Orphic,677
Orthorhombic,519
Oscroft,102
Ossified,472
Otisjimmy,115
Ottawahitech,703
Ouro,812
OwenBlacker,909
Ozgod,685
P.Marlow,642
PFHLai,985
PIrish,701
PMC,110
PPGMD,516
PS2pcGAMER,815
PTSE,545
Pablo-flores,867
PaddyM,561
Paiev,543
Palapala,600
Palmiro,607
Panoptical,803
PaoloNapolitano,622
Paralympiakos,979
Parker1297,631
Parsifal,709
Pasanbhathiya2,554
PassaMethod,306
Pastordavid,747
Patken4,1002
PatrickFlaherty,707
Pattersonc,555
Paulcicero,473
Pawnkingthree,879
Pcassidy,134
Pecher,622
Pekaje,679
Penwhale,972
Perceval,742
Periklis*,464
Peter,828
Petergriffin9901,735
Petrb,853
Pfortuny,543
Pgreenfinch,704
Phantomsteve,1300
Phenz,630
PhilKnight,1220
Philipmj24,648
Philwelch,733
Phoenix7777,886
Phynicen,742
PiRSquared17,627
PiccoloNamek,633
Pierremenard,556
Pikminlover,454
Pilotguy,830
Piroko,187
Pjacobi,736
Plasticup,696
Plop,524
Pmanderson,946
Poccil,759
Poetlister,110
Pointillist,988
Polaris999,627
Poli,701
Politizer,103
Polonium,605
Pomegranite,249
Pookeo9,682
Porchcorpter,777
Portillo,830
PouponOnToast,486
Pr4ever,704
Preslethe,696
Prevert,482
PrincessofLlyr,822
Priyanath,677
ProjeX,162
Promethean,875
Proto,370
Pschemp,932
Psi,100
PubLife,517
PumpkinSky,606
Puppy,195
Purplebackpack89,984
Pusher,467
Pwqn,558
Pádraic,100
Qaz,700
Qrsdogg,642
QuagmireDog,576
QuarterZ,241
Quek157,750
Quiddity,922
QuizQuick,448
Qworty,628
R3m0t,714
REDYVA,450
RFenno,149
RHM22,709
RL0919,1154
RS1900,604
RaNdOm26,652
RachelBrown,545
Raddude50,246
RadicalBender,778
Ragesock,349
Rahk,100
Rainbowwarrior1977,359
Ralhazzaa,118
Ramallite,561
Ramir,486
Randella,485
RandomP,626
RandyKaelber,380
Raphael1,474
RasputinAXP,791
Raul654,1003
Ravichandar84,914
Raymond,640
Rbarreira,549
Rcsprinter123,1178
Readro,848
Realkyhick,1003
Rebelguys2,115
Recurring,128
RedWordSmith,718
Reddi,811
Redrocketboy,539
Redvers,1009
Refdoc,736
RegentsPark,1148
Renaissancee,765
Reswobslc,649
ReverendWayne,520
Revolving,100
ReyBrujo,1056
Rhetoricalwater,411
Rholton,751
Richardcavell,1068
Richiez,618
Riffic,652
RiseRobotRise,557
Rivertorch,863
Rjecina,747
Rkitko,732
Rlandmann,1062
Rm,354
Rmzadeh,703
Rob,144
Robert,100
Robjp21019,248
Robster2001,557
RockMFR,899
Rockpocket,863
Rodhullandemu,972
RogMcDog,271
Rohedin,486
Romihaitza,414
Roninbk,706
Ronreed,444
Roregan,577
Rossami,855
Routerone,477
Royalbroil,1039
Rray,817
Rspeer,825
Rudjek,719
Rumiton,532
Rushyo,737
RxS,933
Ryan4314,778
RyanGerbil10,887
Ryoutou,581
S!,122
S1,100
SCEhardt,764
SG,543
SUIT,103
Sa.vakilian,735
Sadads,1052
Sahara4u,743
SakotGrimshine,596
Salih,899
Salsb,621
Salvidrim,109
Sambc,702
Samorchard,511
Sander,100
SarekOfVulcan,1300
Sarvagnya,775
Sasquatch,1026
SatuSuro,104
Saxifrage,845
Scarbor,168
Scharks,648
Schlitzer90,391
Schopenhauer,429
Schuym1,771
ScienceApologist,123
Scm83x,783
Scoo,594
Scott5114,1029
Scottperry,706
Scray,622
Sean.hoyland,931
Seans,0
Seattle,793
Sebesta,686
Secret,100
Seeaxid,573
Seglea,723
Selket,957
Senegal,282
Seonookim,599
Sergecross73,1019
Sesel,902
Sethie,753
Sewing,562
Sgrayban,484
ShadowHntr,565
Shakehandsman,724
Shamir1,527
Shanner191,105
Shard,348
Shaun9876,426
Shawn,101
SheffieldSteel,848
Shenme,893
Shii,936
Shimmin,595
Shirt58,1186
Shorne,510
Shovon76,855
Shrike,996
Shultz,532
Siecor,111
SilkTork,1033
SimSaladBim,124
SimonP,1060
Simply,100
Sinneed,101
Sirex98,760
Sjc,608
Skapur,665
SkepticalRaptor,638
Skinnyweed,568
Skomorokh,952
SkyWalker,682
Skyraider,524
Slash,536
Slgrandson,1057
Slippered,100
Slrubenstein,781
Smallman12q,910
Smiley4541,319
Smithers7,104
Smokefoot,885
Smtchahal,837
Sneftel,626
Sniperz11,653
Snowded,877
Snuffles72,373
SocratesJedi,707
Solar,650
Solenodon,432
Solumeiras,832
Something,261
Sonic,100
Sorna,100
Soulkeeper,622
Souravmohanty2005,621
Soxwon,612
SpLoT,797
SpacemanSpiff,1260
Sparkhead,106
Spartaz,1066
Spell4yr,650
Spike,579
Spinningspark,1027
Splintax,636
Springeragh,711
Sputnikcccp,619
Squeezeweasel,646
Sreejithk2000,836
Ssbohio,641
Sswonk,712
StabiloBoss,540
Stanstaple,432
Starionwolf,649
Status,1070
Ste4k,598
Steelerfan-94,611
Steiger,369
Steve2011,814
Steveo2,548
StewieGriffin!,103
Stilgar135,607
Stirling,297
Storkk,877
Strikehold,848
Striver,797
Stuart.Jamieson,631
StuffOfInterest,956
Subversive,411
Sugaar,633
Sulmues,726
Sunborn,688
Sunray,717
SupaSoldier,557
SuperMachine,111
Supergeo,437
Surachit,844
SusanLarson,684
Sverdrup,673
Swtpc6800,580
SynKobiety,236
SyntaxError55,716
Szumyk,439
T-rex,726
TBloemink,718
TCO,628
THE,0
TJDay,494
TParis00ap,102
TShilo12,813
Tabercil,1038
TacoDeposit,102
Taggard,589
TallMagic,581
Tango,827
TantalumTelluride,687
Taragui,555
Taroaldo,890
Tasco,102
Tawker,987
Tbc2,534
Tcrow777,558
TeaDrinker,1142
Telex,618
Terinjokes,349
Terraxos,100
Terryeo,452
Testmasterflex,310
Textorus,765
Tgies,745
Thanatosimii,637
That,320
Thatguy96,586
TheBlueFlamingo,738
TheDaveRoss,447
TheFuzzyFive,212
TheIrishWarden,761
TheM62Manchester,738
TheOtherBob,586
TheProf07,676
TheRealAntonius,571
Theblog,432
Thehelpfulone,1125
Thelb4,619
Themindset,721
Theone00,637
TheronJ,681
Thingg,1127
Thistheman,659
Thomasiscool,528
Thorsten1,606
Thright,573
Thue,1180
Thunderwing,708
TigranTheGreat,524
Tilman,561
Tim4christ17,236
Timichal,495
Timtrent,1200
Tintor2,970
TitanOne,738
Tizio,791
Tlim7882,704
Tnarg,100
Tobias,261
Toffile,577
Tokyogirl79,120
TomStar81,1109
Tombomp,844
Tomlillis,542
Tomnason1010,446
Tony,100
TonyW,537
Topbanana,813
Torinir,682
Tovian,447
Toytoy,754
Tractorkingsfan,565
Trampled,486
Travellingcari,100
Trebor,903
Trees,100
Trey,823
Trijnstel,727
Tronglewagon,108
Truco,830
Trusilver,1050
Truthsort,655
Tsynergy,289
Tucoxn,910
TummellIl,135
Turian,706
Tutmosis,626
Tv316,621
Two-Sixteen,328
TyA,700
Tyrol5,1172
U.S.A.U.S.A.U.S.A.,593
Uapatriot,429
Uberisaac,434
Ugen624,105
UkPaolo,1069
Ultramarine,760
UnbelievableError,601
Unscented,713
Urdna,609
Urthogie,650
Usrnme,102
VK35,544
VX,756
Vague,690
Valfontis,1148
VandleBlaster,120
Vaoverland,740
VasileGaburici,112
Vecrumba,779
Veinor,818
Vengeful,100
Vertium,757
Vianello,1123
Vicki,100
VictorianMutant,723
Vikingstad,558
VincentValentine29,102
Vintei,547
Viridian,638
Vishnava,736
Visorstuff,638
Vivaldi,570
Vizcarra,770
Vltava,539
VodkaJazz,631
Voltron,539
Vortexrealm,730
Vpopescu,421
Vyzasatya,488
WATP,727
WJBaway,258
WOT,621
WacoJacko,839
Waggishmab,229
Wallie,661
Walton,132
Wangxuan8331800,593
Waris,102
WarpstarRider,729
Warrush,722
Watchdogb,612
Wayne,568
Weakopedia,616
WebHamster,794
Weikang,343
