,username,total_score,categ1,categ2,categ3,categ4,idx_PV
7759,Thomasiscool,528.0,Health,Deformity,Science,Anatomy,7475.0
7760,Thompson.matthew,768.0,Entertainment,Computer security,Sports,Education,1777.0
7761,Thorncrag,846.0,Business,Entertainment,People,Society,3729.0
7762,Thorpe,677.0,Mass media,Technology,Entertainment,Gaming,2561.0
7763,Thorsten1,606.0,Culture,Philosophy,History,Politics,3824.0
7764,ThoseStarsBurnLikeDiamonds,102.0,,,,,2748.0
7765,Thparkth,921.0,Geography,Business,People,Science,1582.0
7766,Threeafterthree,616.0,Mass media,Politics,Sports,Entertainment,2254.0
7767,Thricecube,782.0,Sports,Technology,Chemistry,Lists,6898.0
7768,Thright,573.0,Religion,Society,Military,Nature,1931.0
7769,Thrillainmanila,142.0,,,,,4464.0
7770,Throwaway85,651.0,History,Politics,Society,Media,1450.0
7771,Throwawayhack,468.0,Culture,Architecture,Geography,Art,2759.0
7772,Thryduulf,1106.0,Environment,Transportation,Geography,Lists,444.0
7773,Thue,1180.0,Technology,Internet,Science,Economy,3013.0
7774,Thumbelina,414.0,Religion,Culture,Philosophy,Education,305.0
7775,Thumperward,1145.0,Technology,Computer science,Food and drink,Entertainment,880.0
7776,Thunderbrand,719.0,Entertainment,Games,Lists,People,715.0
7777,Thunderhead1,201.0,Entertainment,Music,Education,Celebrities,6003.0
7778,Thunderwing,708.0,Government,Politics,Society,Geography,2185.0
7779,ThuranX,803.0,Entertainment,Comics,TV,Characters,2212.0
7780,Thuresson,637.0,History,Culture,Biography,Geography,7247.0
7781,Ti-30X,440.0,Science,Technology,Physics,Engineering,4984.0
7782,Tiamut,732.0,Politics,Society,History,Religion,2873.0
7783,Tiddly,100.0,,,,,
7784,TigerShark,1008.0,Places,Health,Law,People,195.0
7785,Tiggerjay,1069.0,Business,Entertainment,Technology,Education,954.0
7786,TigranTheGreat,524.0,,,,,5952.0
7787,Tijfo098,636.0,Philosophy,Psychology,Law,Health,1733.0
7788,Tikiwont,1028.0,Lists,Culture,Mass media,Sports,682.0
7789,Till,847.0,Entertainment,People,Music,Society,2796.0
7790,Tilman,561.0,Religion,Other,Politics,History,7117.0
7791,Tim.bounceback,111.0,,,,,1211.0
7792,Tim1357,976.0,Nature,Education,Science,Animals,3578.0
7793,Tim4christ17,236.0,Religion,Education,Philosophy,Politics,6180.0
7794,TimBentley,720.0,Sports,Geography,Business,Technology,1645.0
7795,TimBuck2,534.0,Health,Food and drink,Medicine,Environment,3455.0
7796,TimK MSI,743.0,Energy,Economy,Geography,Education,
7797,TimLambert,425.0,Science,History,Law,Society,5581.0
7798,TimVickers,1119.0,Science,Nature,Health,Biology,342.0
7799,Timc,673.0,Government,History,Lists,Geography,7384.0
7800,Timelessness,127.0,Military,Technology,People,Nature,3692.0
7801,Timeshift9,816.0,Government,Politics,People,Society,3977.0
7802,Timichal,495.0,Science,Health,Culture,Entertainment,5488.0
7803,TimidGuy,731.0,Religion,Philosophy,Education,Arts,2004.0
7804,Timl,665.0,Science,Nature,Time,Technology,
7805,Timl2k4,104.0,,,,,7348.0
7806,Timmarskell,,Geography,Government,Military,International Relations,
7807,Timmeh,705.0,Music,Entertainment,Society,Politics,160.0
7809,Timmel,,Science,Nature,Time,Space,
7810,Timotab,783.0,People,Engineering,Media,Physics,3167.0
7811,Timothy,628.0,Technology,Literature,History,Society,
7812,Timothy001,330.0,Law,Politics,History,Society,5812.0
7813,Timothymarskell,300.0,,,,,5120.0
7814,Timrollpickering,,History,Government,Education,Politics,
7815,Timtrent,1200.0,Education,Lists,Controversies,People,3659.0
7816,Timwi,879.0,Internet,Entertainment,Language,Concepts,7050.0
7817,Tinkleheimer,724.0,Television,Sports,Culture,Other,908.0
7818,Tinlinkin,743.0,Television,Transportation,Geography,Education,4523.0
7819,Tintin1107,828.0,Sports,History,People,Culture,746.0
7820,Tintor2,970.0,Entertainment,Lists,Characters,Fiction,6549.0
7821,Tinucherian,874.0,Business,Controversies,Religion,Geography,184.0
7822,TipPt,403.0,Health,Medicine,Biology,Anatomy,5077.0
7823,Tiptoety,1100.0,Law Enforcement,Education,Sports,Geography,59.0
7824,Tisthammerw,519.0,Science,Philosophy,Education,Law,7199.0
7825,TitanOne,738.0,Geography,Entertainment,Economy,Culture,2241.0
7826,Titodutta,,People,Religion,Society,History,
7827,Titopao,835.0,Sports,Entertainment,Government,Culture,5936.0
7828,Titoxd,1018.0,Nature,Politics,Time,Technology,89.0
7829,Tivedshambo,103.0,,,,,1813.0
7830,Tizio,791.0,Information,Communication,Internet,Mathematics,2997.0
7831,Tjc,455.0,Health,History,Law,Society,4446.0
7832,Tkalisky,434.0,War,Government,Conflict,Media,3247.0
7833,Tkinias,623.0,Animals,People,Science,Nature,7335.0
7834,Tlim7882,704.0,Entertainment,Education,Culture,Technology,7431.0
7835,Tlogmer,698.0,Society,Science,Entertainment,Geography,4928.0
7836,Tmalmjursson,107.0,Health,,,,5957.0
7837,Tmh,472.0,Economy,Politics,Technology,Information,6917.0
7838,Tmtoulouse,652.0,Religion,Philosophy,Psychology,Medicine,4644.0
7839,Tnarg,100.0,,,,,
7840,Tnayin,514.0,Sports,Business,Food and drink,People,2406.0
7842,Tnfiddler,219.0,Mathematics,Human behavior,History,Geography,2401.0
7843,Tnxman307,1200.0,Culture,Language,Sports,Education,606.0
7844,Tobias,261.0,Technology,Government,Internet,History,
7845,Tobyk777,605.0,Fiction,Geography,Entertainment,Nature,3434.0
7846,Toddst1,1300.0,Society,History,Geography,Arts,530.0
7847,Toddy1,946.0,Geography,History,Military,Politics,4058.0
7848,TodorBozhinov,860.0,History,Culture,Geography,Government,2973.0
7849,Toffile,577.0,Entertainment,Sports,Education,Technology,1467.0
7850,Tofutwitch11,904.0,Transportation,Business,Information,Lists,445.0
7851,Togepi,108.0,Other,Other,,,
7852,Tohd8BohaithuGh1,909.0,Language,Culture,Technology,Knowledge,3385.0
7853,Tohru,263.0,Culture,Society,Science,Humanities,
7854,Tokyogirl79,120.0,,,,,5469.0
7855,Tolly4bolly,1017.0,Entertainment,Economy,,,1977.0
7857,Tom,964.0,Education,Government,Nature,History,
7858,TomPhan,146.0,,,,,4456.0
7859,TomPointTwo,607.0,Military,Government,Law,Information,5022.0
7860,TomStar81,1109.0,Military,History,Technology,Entertainment,629.0
7861,TomStar810,246.0,Military,Geography,History,Technology,5870.0
7862,TomTheHand,869.0,Military,Technology,Nature,Lists,1647.0
7863,Tomas417,589.0,Society,Culture,People,Geography,6109.0
7864,TomasBat,637.0,Mass media,Internet,Games,Other,660.0
7865,Tombomp,844.0,Nature,Technology,Information,Food and drink,464.0
7866,Tombseye,555.0,History,Culture,Society,Geography,4966.0
7867,Tomcat7,865.0,Arts,Entertainment,People,Lists,5053.0
7868,Tomfoolery,537.0,Business,Education,People,Culture,
7869,Tomica,902.0,Music,Entertainment,People,Lists,3653.0
7870,Tomlillis,542.0,Society,History,Education,Politics,6597.0
7871,Tommy,100.0,,,,,
7872,Tommy2010,859.0,Food,Entertainment,Geography,Nature,463.0
7873,Tommyjb,721.0,Philosophy,Internet,Religion,Music,7026.0
7874,Tomnason1010,446.0,Law,History,People,Technology,6919.0
7875,Tompw,823.0,History,Transportation,Mathematics,Politics,6666.0
7876,Tomruen,900.0,Science,Mathematics,Geometry,Lists,6328.0
7877,Tomtomn00,101.0,,,,,2419.0
7878,Tone,1007.0,Society,Culture,Sports,Geography,245.0
7879,Tony,100.0,,,,,
7880,Tony1,,Arts,Education,Health,Language,
7881,TonyBallioni,1300.0,Religion,History,Politics,Society,1891.0
7882,TonySt,667.0,Entertainment,Technology,Geography,Art,3340.0
7883,TonyTheTiger,,People,Sports,Business,Art,
7884,TonyW,537.0,Entertainment,Sports,Technology,Mass media,7099.0
7885,Tonym88,593.0,Geography,Entertainment,Internet,Culture,2962.0
7886,Tonywalton,941.0,Sports,Science,Technology,Society,2603.0
7887,Tool2Die4,555.0,Sports,Entertainment,Education,Technology,1247.0
7888,Toon05,957.0,Sports,History,People,Society,1126.0
7889,Topbanana,813.0,Lists,Health,Nature,Society,4764.0
7890,Topher385,917.0,Health,Religion,Technology,Culture,2749.0
7891,Torchiest,1033.0,Entertainment,Concepts,Science,Technology,1778.0
7892,Torchwoodwho,807.0,Science,Culture,Medicine,Philosophy,4475.0
7893,Torinir,682.0,Technology,Entertainment,Law,Science,2221.0
7894,Torreslfchero,103.0,,,,,609.0
7895,Tothebarricades.tk,731.0,,,,,4766.0
7896,TotientDragooned,577.0,Mathematics,Science,Entertainment,Culture,1857.0
7897,Tovian,447.0,People,Education,Law,Geography,2152.0
7898,Tow,916.0,Politics,Society,Culture,,6392.0
7900,TowTrucker,103.0,,,,,5100.0
7901,Townlake,589.0,Entertainment,Sports,People,Society,116.0
7902,Toytoy,754.0,Law,History,Technology,Culture,4597.0
7903,Tparameter,575.0,Mathematics,Music,Physics,Philosophy,6070.0
7904,Tra,687.0,Television,Food and drink,Geography,Literature,3475.0
7905,TrackerTV,102.0,,,,,3126.0
7906,Trackinfo,943.0,Lists,Sports,Politics,Culture,5200.0
7907,Tractorkingsfan,565.0,Entertainment,Culture,Music,Human behavior,2385.0
7908,Train2104,1031.0,Transportation,Geography,Economy,Society,6304.0
7909,Trampikey,761.0,Entertainment,Lists,People,History,3795.0
7910,Trampled,486.0,Culture,Geography,Internet,Philosophy,4445.0
7911,Transity,740.0,Geography,Health,People,Technology,4925.0
7912,TransporterMan,975.0,Architecture,History,Religion,Military,2900.0
7913,Trapolator,544.0,Art,Biography,Science,Technology,4151.0
7914,Travellingcari,100.0,,,,,1215.0
7915,TravisTX,956.0,Education,Business,History,Society,829.0
7916,Traxs7,771.0,Mathematics,Entertainment,History,Military,3636.0
7917,Treacka,234.0,Biography,Computer science,Literature,Technology,4672.0
7918,TreasuryTag,1032.0,Television,Culture,Lists,Fiction,465.0
7919,Trebor,903.0,Sports,Music,Film,People,1483.0
7920,Tree,296.0,Entertainment,Internet,Government,Geography,
7921,Tree&Leaf,420.0,Literature,Religion,People,History,6220.0
7922,Treebark,601.0,Film,Television,List,Culture,5067.0
7923,Treelo,402.0,Technology,Media,Entertainment,Transportation,2560.0
7924,Trees,100.0,,,,,
7925,Tregoweth,809.0,Media,Economy,Politics,Time,5877.0
7926,Trevdna,724.0,Religion,Law,Government,Society,4206.0
7927,Trevj,853.0,Technology,Information,Internet,Engineering,1100.0
7928,Trevor,154.0,History,Science,Transportation,Society,
7929,Trey,823.0,Geography,Education,Transportation,Entertainment,2358.0
7931,Trey56,347.0,Entertainment,Culture,Concepts,Gaming,6490.0
7932,Trialsanderrors,750.0,Academic disciplines,Education,History,Humanities,216.0
7933,Triddle,538.0,Technology,Military,Geography,Entertainment,3231.0
7934,Trident13,823.0,People,Society,Architecture,Media,4619.0
7935,Trijnstel,727.0,Music,Sports,Arts,Culture,5032.0
7936,Trilobite,747.0,Politics,Law,History,Religion,1404.0
7937,Triona,723.0,Business,Technology,Environment,Education,555.0
7938,Triplestop,822.0,Internet,Media,Web,Lists,646.0
7939,Triskaideka,653.0,Entertainment,Philosophy,Language,Geography,7246.0
7940,Tristessa de St Ange,835.0,Concepts,Culture,Philosophy,Self-help,
7941,Trnj2000,653.0,,,,,2716.0
7942,Troikoalogo,103.0,,,,,4079.0
7943,Trolleybus,401.0,Culture,Government,Geography,Society,5644.0
7944,Tronglewagon,108.0,Culture,Society,Politics,Other,7293.0
7945,Trooperz,144.0,Entertainment,People,Other,,3691.0
7946,Tropicality,350.0,Education,Geography,Lists,Society,6222.0
7947,TruPepitoM,661.0,Sports,Economy,Politics,Other,1263.0
7948,Truco,830.0,Entertainment,Sports,Lists,Business,996.0
7950,True Pagan Warrior,1010.0,Entertainment,History,Sports,People,1268.0
7951,TrulyBlue,826.0,Sports,People,Other,,4761.0
7952,Trumpetband,473.0,Religion,Culture,Human behavior,Society,4968.0
7953,Trusilver,1050.0,Entertainment,History,Culture,Society,97.0
7954,TruthCrusader,549.0,Entertainment,History,Other,,451.0
7955,Truthanado,934.0,Lists,Education,Geography,Sports,5588.0
7956,Truthkeeper88,103.0,,,,,990.0
7957,Truthsort,655.0,Politics,Government,Nature,Sports,6083.0
7958,Tryptofish,1091.0,Religion,Philosophy,Science,Health,85.0
7959,Trysha,707.0,Animals,People,Lists,Other,3185.0
7960,Trödel,1004.0,Religion,History,Society,List,1151.0
7961,Tswsl1989,452.0,Culture,Technology,Education,Geography,6459.0
7962,Tsynergy,289.0,Entertainment,History,Knowledge,Internet,7215.0
7963,Ttyre,445.0,History,War,Human behavior,Society,4109.0
7964,Tubezone,739.0,History,Culture,Food and drink,Military,7419.0
7965,Tubular,334.0,Culture,Communication,Entertainment,Geography,7292.0
7966,Tuckdogg,102.0,,,,,6646.0
7967,Tucoxn,910.0,People,Politics,Nature,Food and drink,1524.0
7968,TucsonDavid,767.0,People,Government,Military,History,4548.0
7969,Tufflaw,660.0,Law,Mass media,Society,Politics,4250.0
7970,Tulkolahten,694.0,Culture,History,Food and drink,Education,6332.0
7971,TummellIl,135.0,Entertainment,,,,5910.0
7972,Tuomas,606.0,History,Geography,Politics,Other,3281.0
7973,Turbinator,532.0,Technology,Science,Entertainment,Military,4281.0
7974,Turgidson,816.0,History,Government,Sociology,Education,5901.0
7975,Turian,706.0,Entertainment,Sports,Mass media,Society,6931.0
7976,Turningpointe,171.0,Entertainment,People,Art,History,5267.0
7977,Turnstep,709.0,Concepts,Information,Nature,Technology,1358.0
7978,TurquoiseThreads,394.0,Economy,Government,Law,Politics,5509.0
7979,Tuspm,642.0,Entertainment,Internet,Lists,People,1068.0
7980,Tutmosis,626.0,Culture,Entertainment,Nature,Society,3764.0
7981,Tutthoth-Ankhre,457.0,Concepts,Religion,Science,Technology,2506.0
7982,Tuxide,716.0,Business,Education,Information,Other,3125.0
7983,TuzsuzDeliBekir,523.0,Culture,History,Military,Politics,6912.0
7984,Tv316,621.0,Entertainment,People,Sports,Time,4367.0
7985,Tvaughn05,576.0,Academic disciplines,Education,Information,Lists,1890.0
7986,Tvoz,1028.0,Communication,Culture,History,Society,4224.0
7987,Twas,0.0,,,,,
7988,Twaz,562.0,Concepts,Culture,Law,Philosophy,5884.0
7989,Twilight,458.0,Geography,Politics,Entertainment,Culture,
7990,TwilligToves,652.0,History,Entertainment,People,,
7991,Twinkler4,667.0,Entertainment,Business,Education,Technology,6020.0
7992,TwinsMetsFan,752.0,Transportation,Geography,Lists,Society,2972.0
7993,Two-Sixteen,328.0,Time,Health,Military,Internet,6573.0
7994,Twooars,681.0,Life,Science,Medicine,Government,484.0
7995,Twp,102.0,,,,,3476.0
7996,Twsx,983.0,Music,Entertainment,Sports,Other,3040.0
7997,TyA,700.0,Culture,History,Religion,Nature,4010.0
7998,Tyler,708.0,People,Entertainment,Food and drink,Society,7175.0
7999,Tymek,594.0,History,Culture,Government,Military,5225.0
8000,Type,100.0,,,,,
8001,Tyrenius,958.0,Arts,Concepts,People,Lists,221.0
8002,Tyrol5,1172.0,Sports,History,Government,Health,508.0
8003,Tyson,100.0,,,,,
8004,Tznkai,869.0,Religion,Philosophy,Law,Culture,1351.0
8005,Tzu,100.0,,,,,
8006,U-Two,439.0,People,Lists,Entertainment,Politics,6938.0
8007,U.S.A.U.S.A.U.S.A.,593.0,,,,,987.0
8008,UBeR,656.0,Science,Environment,Technology,Information,5251.0
8009,UTAFA,252.0,,,,,3359.0
8010,UTFA,,Geography,Politics,Other,War,
8011,UTSRelativity,552.0,Technology,Entertainment,Education,Society,7183.0
8012,Uapatriot,429.0,Geography,Government,History,Society,5387.0
8013,Ubelowme,645.0,People,Culture,Entertainment,Nature,5252.0
8014,Uber,102.0,Technology,Business,,,
8015,UberCryxic,788.0,Philosophy,Military,History,Law,2983.0
8016,UberScienceNerd,911.0,Entertainment,Nature,Lists,Science,5589.0
8017,Uberisaac,434.0,Literature,Philosophy,People,History,6570.0
8018,Ubikwit,568.0,Religion,Politics,Society,Other,4731.0
8019,Ubiq,511.0,Politics,Culture,Technology,Health,6049.0
8020,Ucucha,978.0,Biology,Animals,Environment,Nature,937.0
8021,Ugen624,105.0,,,,,6492.0
8022,Ugen64,787.0,Politics,Sports,Technology,History,327.0
8023,UgenBot,422.0,People,Entertainment,Culture,Religion,7323.0
8024,Ugur,100.0,,,,,
8025,Uhai,967.0,Entertainment,Sports,Transportation,Media,4841.0
8026,UkPaolo,1069.0,Internet,Geography,Business,Media,1094.0
8027,Ukexpat,1200.0,Business,History,Society,Health,2191.0
8028,Ukrained,642.0,Geography,Government,History,Society,2378.0
8029,Ulises Heureaux,588.0,History,Politics,Military,Government,
8030,Ultraexactzz,1123.0,Science,Technology,Entertainment,Nature,63.0
8031,Ultramarine,760.0,Politics,Economy,Philosophy,Society,4588.0
8032,Umedard,523.0,Government,Law,History,Society,5889.0
8033,Umofomia,632.0,Language,Culture,Education,Other,7350.0
8034,Unbehagen,346.0,Religion,Politics,Military,Society,4711.0
8035,UnbelievableError,601.0,Geography,Entertainment,Politics,Science,2159.0
8036,UncleBubba,641.0,Health,Technology,Entertainment,Nature,4184.0
8037,UncleDouggie,736.0,Mass media,Technology,Economy,History,2027.0
8038,Under22Entreprenuer,376.0,Business,Science,Technology,Education,
8039,Underneath-it-All,628.0,,,,,2815.0
8040,Unfocused,682.0,Economy,Entertainment,Food and drink,Geography,1602.0
8041,Ungtss,719.0,Religion,Science,History,Philosophy,6976.0
8042,Uninsured Driver,234.0,Economy,Law,Health,,4783.0
8043,UninvitedCompany,870.0,Culture,Food and drink,Music,Education,1302.0
8044,Unioneagle,727.0,Technology,Sports,Health,Nature,5342.0
8045,Unionhawk,927.0,Education,Internet,Health,Society,355.0
8046,Unitanode,607.0,People,Entertainment,Society,Other,2325.0
8047,UnitedStatesian,,Economy,Business,Lists,Information,
8048,Universal,164.0,Internet,Science,,,
8049,UniversitySchool08,307.0,,,,,5791.0
8050,Unomi,656.0,Politics,Religion,Society,Time,2003.0
8051,Unscented,713.0,Entertainment,Culture,History,Concepts,4319.0
8052,Unschool,878.0,Geography,History,Politics,Society,2563.0
8053,Unscintillating,777.0,Geography,History,Culture,Society,4246.0
8054,Untifler,713.0,People,History,Culture,Language,7174.0
8055,Uppland,750.0,Education,Science,Technology,Society,2705.0
8056,Urban,115.0,Art,Architecture,Culture,Society,
8057,Urban Fox,255.0,Culture,History,Entities,Sports,5466.0
8058,Urdna,609.0,Entertainment,Technology,Travel,Miscellaneous,5543.0
8059,Urhixidur,868.0,Information,Knowledge,Lists,Science,6550.0
8060,Uris,555.0,Education,Politics,Sports,Economy,6883.0
8061,Ursasapien,687.0,Media,Health,Sociology,Culture,5768.0
8062,Urthogie,650.0,Music,History,Politics,Culture,2304.0
8063,Useight,1130.0,Entertainment,Sports,Technology,History,53.0
8064,User86654,606.0,,,,,
8065,Usgnus,641.0,Geography,Education,Lists,Government,5988.0
8066,Ushau97,711.0,People,Politics,Culture,Technology,6013.0
8067,Usrnme,102.0,,,,,
8068,Utcursch,,History,Law,Music,Military,
8069,Uthbrian,644.0,Health,Science,Philosophy,Other,4993.0
8070,UtherSRG,,Nature,Biology,Animals,Other,
8071,Utopianheaven,478.0,Society,Technology,Algorithms,Politics,3700.0
8072,UzEE,746.0,Education,Entertainment,Tourism,Government,6695.0
8073,V838,107.0,Humanities,Philosophy,History,Other,
8074,VD64992,223.0,Music,Sports,Technology,Culture,3311.0
8075,VI,673.0,Television,Marketing,Business,Economy,4090.0
8077,VJ.West,150.0,Food and drink,,,,5043.0
8078,VK35,544.0,Government,Technology,People,Geography,2474.0
8079,VKokielov,540.0,Language,Culture,Philosophy,Science,4192.0
8080,VOBO,564.0,Concepts,Philosophy,Politics,Human behavior,
8081,VQuakr,1200.0,Health,Military,Society,Technology,3044.0
8082,VSimonian,107.0,Technology,,,,6974.0
8083,VX,756.0,Nature,Military,Economy,Politics,1409.0
8084,Vacation9,1009.0,Entertainment,Internet,People,Culture,1306.0
8085,Vacuum,629.0,,,,,4125.0
8086,Vadakkan,633.0,Culture,History,Government,Society,2860.0
8087,Vadder,589.0,Technology,Internet,Entertainment,Science,3274.0
8088,Vague,690.0,Concepts,Information,Technology,Human behavior,
8089,Vald,659.0,History,People,Lists,Society,5661.0
8090,Valenciano,1174.0,Sports,Politics,Music,Lists,2453.0
8091,Valentinian,776.0,Geography,History,Government,Society,883.0
8092,Valerian456,470.0,Law,History,Culture,Religion,5232.0
8093,Valfontis,1148.0,Geography,History,Education,Technology,5729.0
8094,Valjean,1063.0,Science,Politics,Health,,
8095,Valley2city,1086.0,Television,Education,Culture,Religion,291.0
8096,Valmi,528.0,Language,Hospitality,Culture,Food and drink,6601.0
8097,Valtoras,410.0,Entertainment,Music,Technology,Lists,452.0
8098,VampWillow,615.0,Geography,Government,Entertainment,Culture,3749.0
8099,VanM,140.0,Other,,,,2868.0
8100,VanTucky,106.0,,,,,173.0
8101,Vancouverguy,506.0,History,Society,Lists,Technology,7450.0
8102,VandleBlaster,120.0,,,,,4457.0
8103,Vanisaac,904.0,Language,Knowledge,Concepts,Other,4853.0
8104,Vanished  jdksfajlasd,,Education,Geography,Entertainment,Other,
8105,Vanished 261249,,History,Culture,Sports,Society,
8106,Vanished User jdksfajlasd,898.0,,,,,
8107,Vanished user 90345uifj983j4toi234k,512.0,Economy,Politics,Government,History,
8108,Vanished user azby388723i8jfjh32,646.0,Education,Society,Culture,People,
8109,VanishedUser 261249,482.0,,,,,
8110,Vanky,545.0,Education,Sports,People,Business,6655.0
8111,Vantine84,710.0,Entertainment,History,Science,Military,3009.0
8112,Vaoverland,740.0,History,Geography,Transportation,People,4565.0
8113,Variable,102.0,,,,,1710.0
8114,Varizer,481.0,Politics,Government,List,People,6770.0
8115,Vary,901.0,Nature,History,Culture,Internet,2043.0
8116,Vasile,436.0,History,Politics,Society,International Relations,7230.0
8117,VasileGaburici,112.0,,,,,1080.0
8118,Vassyana,878.0,Religion,History,Philosophy,Concepts,1318.0
8119,Vbd,629.0,Entertainment,People,Culture,Sports,6256.0
8120,Vecrumba,779.0,History,Geography,Government,Society,2846.0
8121,VectorPosse,544.0,Mathematics,Science,Technology,Information,6683.0
8122,Veesicle,583.0,Entertainment,Science,Life,Lists,1301.0
8123,VegaDark,1093.0,Education,Sports,People,Other,405.0
8124,Veinor,818.0,Business,Internet,Health,Environment,5218.0
8125,Vejvančický,1007.0,Culture,Politics,History,Music,1167.0
8126,Veledan,562.0,Nature,Religion,Geography,Culture,2578.0
8127,Vendettax,604.0,Geography,Entertainment,Technology,Society,2396.0
8128,VengeancePrime,486.0,Geography,Military,Entertainment,People,6113.0
8129,Vengeful,100.0,,,,,
8130,Vensatry,1054.0,Entertainment,Sports,Culture,Geography,1865.0
8131,Verbal,860.0,Health,Science,Technology,Society,1703.0
8132,Verdlanco,559.0,Language,History,Politics,Nature,7249.0
8133,VernoWhitney,1110.0,Literature,Religion,Food and drink,Society,2329.0
8134,VerruckteDan,706.0,Geography,Sports,Transportation,Government,6496.0
8135,Versageek,851.0,Technology,Business,Culture,Information,1560.0
8136,VersedFenrir,865.0,Entertainment,Music,,,
8137,Versus22,879.0,Entertainment,Technology,Mass media,Sports,1797.0
8138,Vertium,757.0,People,Entertainment,History,Military,1387.0
8139,VeryVerily,713.0,Politics,History,Society,Philosophy,1679.0
8140,Veyklevar,574.0,Food and drink,Health,People,Geography,5840.0
8141,Vhoscythe,560.0,Entertainment,Technology,Sports,Vehicles,6091.0
8142,Viajero,695.0,Society,Media,Politics,Culture,2183.0
8143,Vianello,1123.0,Nature,Biology,Science,Military,5237.0
8144,Vibhijain,921.0,Sports,Society,Education,Lists,1077.0
8145,Vic,100.0,,,,,
8146,Vicenarian,940.0,History,Business,Arts,Technology,1333.0
8147,Vicki,100.0,,,,,
8148,VickiZ,462.0,Literature,Arts,People,Entertainment,6847.0
8149,Vickser,741.0,People,Sports,Media,Politics,2586.0
8150,Vickystreater,141.0,Health,People,Food and drink,Music,6468.0
8151,Victoria,490.0,Medicine,Science,Society,Geography,
8152,Victoriaearle,873.0,Humanities,Literature,,,
8153,VictorianMutant,723.0,Geography,History,People,Society,1373.0
8154,Victuallers,,Mass media,Lists,Government,Sports,
8155,Videmus,0.0,,,,,
8156,VigilancePrime,657.0,Animals,Health,Business,Entertainment,6063.0
8157,Vigyani,879.0,People,Culture,Politics,Religion,3945.0
8158,Vikingstad,558.0,Business,Military,Time,Education,7166.0
8159,Vilcxjo,488.0,Politics,Religion,History,Law,2698.0
8160,Vildricianus,505.0,History,Internet,Language,Sports,1490.0
8161,Vilerage,665.0,Weapons,Politics,Food and drink,Mass media,869.0
8162,VinceB,505.0,History,Society,Government,Culture,5710.0
8163,VincentValentine29,102.0,,,,,3127.0
8164,Vintagekits,695.0,,,,,2890.0
8165,Vintei,547.0,Technology,Energy,Entertainment,Science,3666.0
8166,Violetriga,917.0,Health,Society,History,Law,2376.0
8167,ViolinGirl,543.0,People,History,Environment,Geography,2216.0
8168,Vipinhari,990.0,Education,Government,Business,Society,1920.0
8169,Viridae,889.0,Science,Internet,Nature,Food and drink,226.0
8170,Viridian,638.0,Biology,Health,Arts,History,5158.0
8171,Viriditas,,Culture,Film,People,Environment,
8172,VirtualDelight,521.0,Geography,History,Art,Politics,4472.0
8173,VirtualSteve,909.0,People,Geography,Sports,Entertainment,430.0
8174,Vishnava,736.0,Government,Military,Economy,Society,912.0
8175,Vishwin60,102.0,,,,,2588.0
8176,Visik,757.0,Government,Economy,Geography,Education,1780.0
8177,Vision,141.0,History,Entities,Culture,Politics,
8178,Viskonsas,638.0,Politics,People,Society,Mass media,4120.0
8179,Visorstuff,638.0,Religion,History,Lists,Other,3041.0
8180,Visviva,921.0,Nature,History,Education,Lists,2314.0
8181,Vitaly,399.0,Design,Business,Government,Music,7085.0
8182,Vitriouxc,132.0,,,,,5027.0
8183,Vivaldi,570.0,Religion,Philosophy,Entertainment,History,5739.0
8184,VivianDarkbloom,579.0,Entertainment,Literature,Television,People,1852.0
8185,Vivin,713.0,Culture,Politics,Religion,Language,6082.0
8186,VivioFateFan,110.0,,,,,1895.0
8187,Vizcarra,770.0,Economy,Media,Government,Education,3940.0
8188,Vizjim,737.0,Society,History,Culture,Humanities,3149.0
8189,Vlad,725.0,Entities,Geography,Entertainment,Business,
8190,Vladaig,210.0,Health,Medicine,Life,Science,7302.0
8191,Vlatkoto,590.0,Geography,Government,Politics,Sociology,6904.0
8192,Vltava,539.0,History,Politics,Law,Culture,
8193,VltavaHF,141.0,Society,Human behavior,Concepts,Other,6506.0
8194,Vmv,654.0,Sports,Entertainment,Information,Technology,7271.0
8195,Voceditenore,1038.0,Arts,Education,Communication,People,4545.0
8196,Vodello,806.0,Sports,Entertainment,Technology,Media,406.0
8197,VodkaJazz,631.0,Geography,Culture,Economy,Education,6963.0
8198,Vodomar,401.0,History,Politics,Economy,Language,6463.0
8199,Voice of Clam,1213.0,Transportation,History,Engineering,Society,
8200,VoiceOfReason,692.0,Business,Law,Mass media,Technology,4929.0
8201,Volatile,673.0,Entertainment,People,Culture,Music,4481.0
8202,Voltron,539.0,Sports,Entertainment,Geography,Society,2789.0
8203,VoltronForce,103.0,,,,,3724.0
8204,Volunteer,105.0,Other,,,,
8205,Volunteer Marek,1009.0,Politics,History,Economy,People,1711.0
8206,Vonita,204.0,People,Entertainment,Culture,,7388.0
8207,Vortexrealm,730.0,Environment,Engineering,Science,Technology,6252.0
8208,Voui,473.0,Politics,Government,Society,Law,5442.0
8209,Voyagerfan5761,102.0,,,,,3932.0
8210,Voyaging,567.0,Entertainment,History,Philosophy,Technology,2434.0
8211,Voyevoda,502.0,History,Military,Politics,Society,4108.0
8212,Vpopescu,421.0,Geography,Health,Transportation,Economy,6638.0
